insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S1', '2:27 PM', TO_DATE('11-08-2021', 'dd-mm-yyyy'), 'H5', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S159', '12:21 PM', TO_DATE('16-05-2023', 'dd-mm-yyyy'), 'H10', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S160', '7:11 PM', TO_DATE('25-08-2022', 'dd-mm-yyyy'), 'H1', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S161', '9:09 AM', TO_DATE('17-09-2022', 'dd-mm-yyyy'), 'H2', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S162', '10:43 AM', TO_DATE('18-06-2023', 'dd-mm-yyyy'), 'H3', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S163', '6:14 PM', TO_DATE('16-05-2021', 'dd-mm-yyyy'), 'H4', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S164', '1:44 PM', TO_DATE('04-10-2023', 'dd-mm-yyyy'), 'H5', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S165', '3:59 PM', TO_DATE('03-07-2021', 'dd-mm-yyyy'), 'H6', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S166', '8:20 AM', TO_DATE('10-08-2022', 'dd-mm-yyyy'), 'H7', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S167', '12:33 PM', TO_DATE('09-11-2023', 'dd-mm-yyyy'), 'H8', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S168', '10:29 AM', TO_DATE('20-05-2021', 'dd-mm-yyyy'), 'H9', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S169', '1:47 PM', TO_DATE('15-04-2023', 'dd-mm-yyyy'), 'H10', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S170', '8:33 PM', TO_DATE('13-08-2021', 'dd-mm-yyyy'), 'H1', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S171', '4:21 PM', TO_DATE('12-07-2022', 'dd-mm-yyyy'), 'H2', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S172', '10:10 AM', TO_DATE('11-12-2023', 'dd-mm-yyyy'), 'H3', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S173', '6:45 PM', TO_DATE('05-09-2022', 'dd-mm-yyyy'), 'H4', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S174', '7:15 PM', TO_DATE('21-02-2023', 'dd-mm-yyyy'), 'H5', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S175', '11:02 AM', TO_DATE('14-10-2022', 'dd-mm-yyyy'), 'H6', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S176', '9:03 AM', TO_DATE('24-11-2022', 'dd-mm-yyyy'), 'H7', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S177', '4:32 PM', TO_DATE('12-12-2021', 'dd-mm-yyyy'), 'H8', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S178', '2:44 PM', TO_DATE('16-10-2023', 'dd-mm-yyyy'), 'H9', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S179', '9:10 AM', TO_DATE('02-04-2021', 'dd-mm-yyyy'), 'H10', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S180', '3:12 PM', TO_DATE('07-06-2022', 'dd-mm-yyyy'), 'H1', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S181', '7:20 PM', TO_DATE('17-01-2023', 'dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S182', '6:30 PM', TO_DATE('13-04-2021', 'dd-mm-yyyy'), 'H10', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S183', '4:06 PM', TO_DATE('11-02-2022', 'dd-mm-yyyy'), 'H4', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S184', '9:23 PM', TO_DATE('30-03-2021', 'dd-mm-yyyy'), 'H2', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S185', '10:12 AM', TO_DATE('11-11-2022', 'dd-mm-yyyy'), 'H5', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S186', '3:22 PM', TO_DATE('17-03-2023', 'dd-mm-yyyy'), 'H6', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S187', '8:46 PM', TO_DATE('08-08-2021', 'dd-mm-yyyy'), 'H9', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S188', '12:54 PM', TO_DATE('17-08-2023', 'dd-mm-yyyy'), 'H3', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S189', '2:52 PM', TO_DATE('08-06-2023', 'dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S190', '3:03 PM', TO_DATE('09-07-2023', 'dd-mm-yyyy'), 'H1', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S191', '8:11 PM', TO_DATE('27-01-2023', 'dd-mm-yyyy'), 'H2', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S192', '9:30 PM', TO_DATE('26-09-2021', 'dd-mm-yyyy'), 'H3', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S193', '1:54 PM', TO_DATE('27-03-2023', 'dd-mm-yyyy'), 'H4', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S194', '3:40 PM', TO_DATE('01-01-2022', 'dd-mm-yyyy'), 'H5', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S195', '5:49 PM', TO_DATE('11-05-2023', 'dd-mm-yyyy'), 'H6', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S196', '12:38 PM', TO_DATE('08-01-2021', 'dd-mm-yyyy'), 'H7', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S197', '8:53 AM', TO_DATE('11-02-2021', 'dd-mm-yyyy'), 'H8', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S198', '9:54 AM', TO_DATE('01-02-2022', 'dd-mm-yyyy'), 'H9', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S199', '8:47 PM', TO_DATE('12-01-2022', 'dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S200', '3:33 PM', TO_DATE('15-06-2022', 'dd-mm-yyyy'), 'H1', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S201', '2:41 PM', TO_DATE('17-06-2023', 'dd-mm-yyyy'), 'H2', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S202', '9:52 PM', TO_DATE('17-07-2022', 'dd-mm-yyyy'), 'H3', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S203', '8:35 AM', TO_DATE('10-02-2022', 'dd-mm-yyyy'), 'H4', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S204', '10:37 AM', TO_DATE('28-02-2022', 'dd-mm-yyyy'), 'H5', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S205', '8:14 PM', TO_DATE('03-12-2022', 'dd-mm-yyyy'), 'H6', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S206', '3:16 PM', TO_DATE('16-08-2022', 'dd-mm-yyyy'), 'H7', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S207', '8:25 PM', TO_DATE('26-03-2023', 'dd-mm-yyyy'), 'H8', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S208', '1:13 PM', TO_DATE('22-11-2021', 'dd-mm-yyyy'), 'H9', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S209', '9:37 PM', TO_DATE('18-12-2021', 'dd-mm-yyyy'), 'H2', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S210', '7:45 PM', TO_DATE('02-08-2023', 'dd-mm-yyyy'), 'H3', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S211', '10:36 AM', TO_DATE('20-10-2023', 'dd-mm-yyyy'), 'H4', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S212', '3:58 PM', TO_DATE('11-01-2023', 'dd-mm-yyyy'), 'H5', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S213', '2:25 PM', TO_DATE('18-01-2021', 'dd-mm-yyyy'), 'H6', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S214', '8:02 PM', TO_DATE('29-11-2022', 'dd-mm-yyyy'), 'H7', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S215', '5:18 PM', TO_DATE('07-03-2022', 'dd-mm-yyyy'), 'H8', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S216', '11:45 AM', TO_DATE('03-07-2021', 'dd-mm-yyyy'), 'H9', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S217', '6:59 PM', TO_DATE('16-02-2022', 'dd-mm-yyyy'), 'H10', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S218', '3:35 PM', TO_DATE('05-09-2021', 'dd-mm-yyyy'), 'H1', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S219', '8:51 AM', TO_DATE('30-05-2023', 'dd-mm-yyyy'), 'H2', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S220', '10:42 AM', TO_DATE('21-04-2022', 'dd-mm-yyyy'), 'H3', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S221', '7:30 PM', TO_DATE('14-10-2022', 'dd-mm-yyyy'), 'H4', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S222', '6:20 PM', TO_DATE('09-11-2021', 'dd-mm-yyyy'), 'H5', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S223', '4:45 PM', TO_DATE('02-02-2022', 'dd-mm-yyyy'), 'H6', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S224', '9:10 PM', TO_DATE('27-03-2023', 'dd-mm-yyyy'), 'H7', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S225', '2:55 PM', TO_DATE('05-04-2022', 'dd-mm-yyyy'), 'H8', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S226', '8:15 PM', TO_DATE('11-05-2023', 'dd-mm-yyyy'), 'H9', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S227', '3:30 PM', TO_DATE('15-06-2023', 'dd-mm-yyyy'), 'H10', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S228', '7:40 PM', TO_DATE('23-07-2022', 'dd-mm-yyyy'), 'H1', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S229', '11:25 AM', TO_DATE('19-08-2023', 'dd-mm-yyyy'), 'H2', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S230', '5:30 PM', TO_DATE('12-01-2022', 'dd-mm-yyyy'), 'H3', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S231', '6:46 PM', TO_DATE('28-01-2022','dd-mm-yyyy'), 'H6', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S232', '7:04 PM', TO_DATE('30-10-2023','dd-mm-yyyy'), 'H10', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S233', '12:07 PM', TO_DATE('17-10-2022','dd-mm-yyyy'), 'H4', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S234', '9:52 PM', TO_DATE('27-10-2023','dd-mm-yyyy'), 'H2', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S235', '3:31 PM', TO_DATE('01-10-2023','dd-mm-yyyy'), 'H3', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S236', '9:00 AM', TO_DATE('25-08-2021','dd-mm-yyyy'), 'H9', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S237', '8:56 PM', TO_DATE('08-03-2023','dd-mm-yyyy'), 'H7', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S238', '6:19 PM', TO_DATE('23-05-2022','dd-mm-yyyy'), 'H8', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S239', '7:36 PM', TO_DATE('01-09-2022','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S240', '8:00 AM', TO_DATE('22-06-2023','dd-mm-yyyy'), 'H1', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S241', '10:38 AM', TO_DATE('07-01-2022','dd-mm-yyyy'), 'H3', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S242', '2:57 PM', TO_DATE('15-05-2022','dd-mm-yyyy'), 'H4', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S243', '12:07 PM', TO_DATE('23-11-2022','dd-mm-yyyy'), 'H5', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S244', '5:20 PM', TO_DATE('27-04-2022','dd-mm-yyyy'), 'H6', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S245', '4:09 PM', TO_DATE('08-09-2023','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S246', '8:11 AM', TO_DATE('21-06-2021','dd-mm-yyyy'), 'H8', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S247', '8:07 AM', TO_DATE('16-02-2023','dd-mm-yyyy'), 'H9', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S248', '11:54 AM', TO_DATE('01-06-2022','dd-mm-yyyy'), 'H10', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S249', '2:53 PM', TO_DATE('07-09-2022','dd-mm-yyyy'), 'H1', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S250', '6:53 PM', TO_DATE('17-12-2022','dd-mm-yyyy'), 'H2', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S251', '3:09 PM', TO_DATE('22-04-2023','dd-mm-yyyy'), 'H3', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S252', '10:44 AM', TO_DATE('21-11-2023','dd-mm-yyyy'), 'H4', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S253', '12:50 PM', TO_DATE('19-09-2022','dd-mm-yyyy'), 'H5', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S254', '6:27 PM', TO_DATE('27-10-2022','dd-mm-yyyy'), 'H6', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S255', '6:20 PM', TO_DATE('19-10-2023','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S256', '10:00 AM', TO_DATE('13-08-2021','dd-mm-yyyy'), 'H8', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S257', '12:38 PM', TO_DATE('23-05-2021','dd-mm-yyyy'), 'H9', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S258', '9:25 PM', TO_DATE('11-08-2022','dd-mm-yyyy'), 'H10', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S259', '9:41 AM', TO_DATE('16-02-2022','dd-mm-yyyy'), 'H1', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S260', '7:49 PM', TO_DATE('25-12-2022','dd-mm-yyyy'), 'H2', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S261', '12:50 PM', TO_DATE('04-08-2022','dd-mm-yyyy'), 'H3', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S262', '9:00 AM', TO_DATE('02-06-2021','dd-mm-yyyy'), 'H8', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S263', '6:20 PM', TO_DATE('06-06-2022','dd-mm-yyyy'), 'H9', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S264', '8:27 AM', TO_DATE('26-05-2021','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S265', '6:43 PM', TO_DATE('26-02-2023','dd-mm-yyyy'), 'H6', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S266', '7:25 PM', TO_DATE('10-12-2023','dd-mm-yyyy'), 'H10', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S267', '8:47 PM', TO_DATE('25-08-2023','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S268', '6:12 PM', TO_DATE('18-01-2021','dd-mm-yyyy'), 'H2', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S269', '5:00 PM', TO_DATE('13-05-2021','dd-mm-yyyy'), 'H3', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S270', '12:00 PM', TO_DATE('12-04-2021','dd-mm-yyyy'), 'H4', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S271', '8:29 AM', TO_DATE('20-11-2023','dd-mm-yyyy'), 'H5', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S272', '5:00 PM', TO_DATE('09-12-2023','dd-mm-yyyy'), 'H6', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S273', '11:52 AM', TO_DATE('06-07-2023','dd-mm-yyyy'), 'H7', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S274', '9:19 PM', TO_DATE('08-01-2023','dd-mm-yyyy'), 'H8', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S275', '5:49 PM', TO_DATE('27-01-2021','dd-mm-yyyy'), 'H9', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S276', '11:20 AM', TO_DATE('24-04-2023','dd-mm-yyyy'), 'H10', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S277', '1:08 PM', TO_DATE('14-01-2021','dd-mm-yyyy'), 'H1', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S278', '2:19 PM', TO_DATE('26-05-2021','dd-mm-yyyy'), 'H2', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S279', '7:13 PM', TO_DATE('14-06-2022','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S280', '6:47 PM', TO_DATE('07-04-2021','dd-mm-yyyy'), 'H4', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S281', '7:22 PM', TO_DATE('26-06-2023','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S282', '9:27 PM', TO_DATE('20-10-2022','dd-mm-yyyy'), 'H6', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S283', '11:27 AM', TO_DATE('08-09-2023','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S284', '1:40 PM', TO_DATE('30-07-2023','dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S285', '11:19 AM', TO_DATE('24-09-2022','dd-mm-yyyy'), 'H9', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S286', '10:00 AM', TO_DATE('18-10-2021','dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S287', '8:25 AM', TO_DATE('30-07-2021','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S288', '11:35 AM', TO_DATE('23-11-2022','dd-mm-yyyy'), 'H2', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S289', '11:17 AM', TO_DATE('20-07-2022','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S290', '5:00 PM', TO_DATE('17-10-2023','dd-mm-yyyy'), 'H4', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S291', '11:00 AM', TO_DATE('18-02-2023','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S292', '9:00 PM', TO_DATE('22-07-2023','dd-mm-yyyy'), 'H6', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S293', '7:15 PM', TO_DATE('23-12-2022','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S294', '4:30 PM', TO_DATE('08-02-2021','dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S295', '11:15 AM', TO_DATE('07-10-2022','dd-mm-yyyy'), 'H9', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S296', '1:57 PM', TO_DATE('18-09-2023','dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S297', '2:41 PM', TO_DATE('31-10-2023','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S298', '4:28 PM', TO_DATE('12-04-2021','dd-mm-yyyy'), 'H2', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S299', '2:07 PM', TO_DATE('17-02-2022','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S300', '11:13 AM', TO_DATE('25-12-2023','dd-mm-yyyy'), 'H4', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S301', '10:05 AM', TO_DATE('14-05-2023','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S302', '1:44 PM', TO_DATE('08-11-2023','dd-mm-yyyy'), 'H6', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S303', '9:35 AM', TO_DATE('10-07-2022','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S304', '2:46 PM', TO_DATE('23-01-2023','dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S305', '6:21 PM', TO_DATE('29-04-2023','dd-mm-yyyy'), 'H9', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S306', '12:50 PM', TO_DATE('03-07-2023','dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S307', '6:23 PM', TO_DATE('16-08-2022','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S308', '11:00 AM', TO_DATE('25-04-2021','dd-mm-yyyy'), 'H2', 'M2');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S309', '9:24 PM', TO_DATE('03-07-2021','dd-mm-yyyy'), 'H3', 'M3');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S310', '11:56 AM', TO_DATE('14-08-2023','dd-mm-yyyy'), 'H4', 'M4');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S311', '2:11 PM', TO_DATE('23-03-2022','dd-mm-yyyy'), 'H5', 'M5');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S312', '7:13 PM', TO_DATE('25-07-2022','dd-mm-yyyy'), 'H6', 'M6');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S313', '9:23 PM', TO_DATE('10-07-2021','dd-mm-yyyy'), 'H7', 'M7');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S314', '9:41 PM', TO_DATE('03-10-2023','dd-mm-yyyy'), 'H8', 'M8');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S315', '5:13 PM', TO_DATE('08-11-2022','dd-mm-yyyy'), 'H9', 'M9');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S316', '3:34 PM', TO_DATE('11-10-2021','dd-mm-yyyy'), 'H10', 'M10');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S317', '3:54 PM', TO_DATE('18-06-2023','dd-mm-yyyy'), 'H1', 'M1');
insert into movieschedule (schedule_id, movie_time, movie_date, hall_id, movie_id) values ('S318', '11:11 AM', TO_DATE('03-08-2023','dd-mm-yyyy'), 'H2', 'M2');
